TRACT_NAME,GEOID,STATE,COUNTY,TRACT,MEDIAN_RENT,MEDIAN_INCOME,POP_TOTAL,POP_WHITE
Census Tract 4001; Alameda County; California,06001400100,06,001,400100,3501,250001,3094,2107
Census Tract 6015.02; San Mateo County; California,06081601502,06,081,601502,2386,97465,4995,431
Census Tract 6016.01; San Mateo County; California,06081601601,06,081,601601,1935,104750,2742,480
Census Tract 6016.03; San Mateo County; California,06081601603,06,081,601603,3255,111181,6487,443
Census Tract 6016.04; San Mateo County; California,06081601604,06,081,601604,2706,123316,2431,437
Census Tract 6016.05; San Mateo County; California,06081601605,06,081,601605,3188,159539,6016,416
Census Tract 6017; San Mateo County; California,06081601700,06,081,601700,3006,179737,4513,1144
Census Tract 6018; San Mateo County; California,06081601800,06,081,601800,3324,142614,5969,1685
Census Tract 6019.01; San Mateo County; California,06081601901,06,081,601901,2703,102406,3988,910
Census Tract 6019.02; San Mateo County; California,06081601902,06,081,601902,3113,148224,5467,1362
Census Tract 6020.01; San Mateo County; California,06081602001,06,081,602001,2797,158516,3825,1262
Census Tract 6020.02; San Mateo County; California,06081602002,06,081,602002,3100,150647,3928,548
Census Tract 6021; San Mateo County; California,06081602100,06,081,602100,2303,92083,3368,244
Census Tract 6022.01; San Mateo County; California,06081602201,06,081,602201,2391,91744,4800,1165
Census Tract 6022.02; San Mateo County; California,06081602202,06,081,602202,2707,89583,3284,280
Census Tract 6023; San Mateo County; California,06081602300,06,081,602300,2806,140804,4294,272
Census Tract 6024; San Mateo County; California,06081602400,06,081,602400,2650,123240,7522,2579
Census Tract 6025; San Mateo County; California,06081602500,06,081,602500,3501,157455,5179,669
Census Tract 6026.01; San Mateo County; California,06081602601,06,081,602601,3501,181397,4125,791
Census Tract 6026.02; San Mateo County; California,06081602602,06,081,602602,3271,151757,4268,380
Census Tract 6027; San Mateo County; California,06081602700,06,081,602700,3103,165232,5866,1373
Census Tract 6028; San Mateo County; California,06081602800,06,081,602800,3250,165000,4828,1071
Census Tract 6029; San Mateo County; California,06081602900,06,081,602900,3346,139891,3814,1588
Census Tract 6030; San Mateo County; California,06081603000,06,081,603000,2827,152005,4506,2419
Census Tract 6031; San Mateo County; California,06081603100,06,081,603100,3501,214250,3357,1939
Census Tract 6032; San Mateo County; California,06081603200,06,081,603200,3477,139519,3292,2120
Census Tract 6033; San Mateo County; California,06081603300,06,081,603300,2373,148520,6408,4298
Census Tract 6034; San Mateo County; California,06081603400,06,081,603400,3501,133233,5469,3387
Census Tract 6037; San Mateo County; California,06081603700,06,081,603700,3501,141917,5706,1721
Census Tract 6038.01; San Mateo County; California,06081603801,06,081,603801,2282,106129,2057,606
Census Tract 6038.02; San Mateo County; California,06081603802,06,081,603802,3107,144900,5619,2095
Census Tract 6039; San Mateo County; California,06081603900,06,081,603900,2934,122273,5494,2553
Census Tract 6040; San Mateo County; California,06081604000,06,081,604000,2817,152448,3286,1541
Census Tract 6041.02; San Mateo County; California,06081604102,06,081,604102,2683,102391,3091,614
Census Tract 6041.03; San Mateo County; California,06081604103,06,081,604103,2593,109212,4268,541
Census Tract 6041.04; San Mateo County; California,06081604104,06,081,604104,2187,125064,3621,670
Census Tract 6042; San Mateo County; California,06081604200,06,081,604200,2163,157105,3761,410
Census Tract 6044; San Mateo County; California,06081604400,06,081,604400,3183,124189,5289,1474
Census Tract 6045; San Mateo County; California,06081604500,06,081,604500,2978,158696,3515,1416
Census Tract 6046; San Mateo County; California,06081604600,06,081,604600,3501,178750,2585,784
Census Tract 6047; San Mateo County; California,06081604700,06,081,604700,3501,224861,2891,833
Census Tract 6048; San Mateo County; California,06081604800,06,081,604800,3353,160991,5165,1834
Census Tract 6049; San Mateo County; California,06081604900,06,081,604900,3501,136250,3144,865
Census Tract 6050; San Mateo County; California,06081605000,06,081,605000,2519,216897,8159,3602
Census Tract 6051; San Mateo County; California,06081605100,06,081,605100,2426,172841,2955,1484
Census Tract 6052; San Mateo County; California,06081605200,06,081,605200,2714,211917,3653,2132
Census Tract 6053; San Mateo County; California,06081605300,06,081,605300,2645,167476,5059,2820
Census Tract 6054; San Mateo County; California,06081605400,06,081,605400,3196,166522,6420,3687
Census Tract 6055.01; San Mateo County; California,06081605501,06,081,605501,2355,79550,2947,1540
Census Tract 6055.02; San Mateo County; California,06081605502,06,081,605502,2776,188696,2444,1131
Census Tract 6056; San Mateo County; California,06081605600,06,081,605600,3501,250001,6148,3111
Census Tract 6057; San Mateo County; California,06081605700,06,081,605700,,250001,5009,2713
Census Tract 6058; San Mateo County; California,06081605800,06,081,605800,3501,206548,2559,1880
Census Tract 6059.01; San Mateo County; California,06081605901,06,081,605901,2953,131827,2695,974
Census Tract 6059.02; San Mateo County; California,06081605902,06,081,605902,2418,105686,3437,585
Census Tract 6060; San Mateo County; California,06081606000,06,081,606000,2566,106435,5299,1669
Census Tract 6061; San Mateo County; California,06081606100,06,081,606100,2708,142105,4922,985
Census Tract 6062.01; San Mateo County; California,06081606201,06,081,606201,2511,,4228,359
Census Tract 6062.02; San Mateo County; California,06081606202,06,081,606202,3223,138804,3572,575
Census Tract 6063; San Mateo County; California,06081606300,06,081,606300,2845,136250,3794,1413
Census Tract 6064; San Mateo County; California,06081606400,06,081,606400,3171,153102,4693,1953
Census Tract 6065; San Mateo County; California,06081606500,06,081,606500,3501,237188,3313,2227
Census Tract 6066; San Mateo County; California,06081606600,06,081,606600,3501,191786,3682,2105
Census Tract 6067; San Mateo County; California,06081606700,06,081,606700,3501,179836,2444,1294
Census Tract 6068; San Mateo County; California,06081606800,06,081,606800,3501,199034,3610,1627
Census Tract 6069; San Mateo County; California,06081606900,06,081,606900,3501,250001,2607,1370
Census Tract 6070; San Mateo County; California,06081607000,06,081,607000,2713,225326,3377,1569
Census Tract 6071; San Mateo County; California,06081607100,06,081,607100,3501,250001,2797,1675
Census Tract 6072; San Mateo County; California,06081607200,06,081,607200,3028,122000,4629,1024
Census Tract 6073; San Mateo County; California,06081607300,06,081,607300,3501,250001,3939,2059
Census Tract 6074; San Mateo County; California,06081607400,06,081,607400,2470,147933,4749,2388
Census Tract 6075; San Mateo County; California,06081607500,06,081,607500,3501,219063,6298,1632
Census Tract 6076; San Mateo County; California,06081607600,06,081,607600,2660,124156,4352,1530
Census Tract 6077.01; San Mateo County; California,06081607701,06,081,607701,3280,150875,4472,1165
Census Tract 6077.02; San Mateo County; California,06081607702,06,081,607702,3501,150987,3038,814
Census Tract 6078; San Mateo County; California,06081607800,06,081,607800,3501,212934,3564,1389
Census Tract 6079; San Mateo County; California,06081607900,06,081,607900,3501,139853,2986,1472
Census Tract 6080.01; San Mateo County; California,06081608001,06,081,608001,3473,195050,3539,1587
Census Tract 6080.02; San Mateo County; California,06081608002,06,081,608002,3501,226429,3539,1290
Census Tract 6080.13; San Mateo County; California,06081608013,06,081,608013,3501,164141,3778,1161
Census Tract 6080.23; San Mateo County; California,06081608023,06,081,608023,3501,246750,2288,830
Census Tract 6080.24; San Mateo County; California,06081608024,06,081,608024,3501,200125,3227,1009
Census Tract 6080.25; San Mateo County; California,06081608025,06,081,608025,3501,155833,6235,1706
Census Tract 6081; San Mateo County; California,06081608100,06,081,608100,3459,218125,3364,769
Census Tract 6082; San Mateo County; California,06081608200,06,081,608200,3501,181625,3760,1104
Census Tract 6083; San Mateo County; California,06081608300,06,081,608300,3174,200417,3234,710
Census Tract 6084; San Mateo County; California,06081608400,06,081,608400,3473,158208,4938,1833
Census Tract 6085.01; San Mateo County; California,06081608501,06,081,608501,2606,173345,5038,1721
Census Tract 6085.02; San Mateo County; California,06081608502,06,081,608502,3209,137072,2539,934
Census Tract 6086; San Mateo County; California,06081608600,06,081,608600,2872,142875,4666,1939
Census Tract 6087; San Mateo County; California,06081608700,06,081,608700,2775,231400,7101,3403
Census Tract 6088; San Mateo County; California,06081608800,06,081,608800,3501,250001,6050,3123
Census Tract 6089; San Mateo County; California,06081608900,06,081,608900,3001,189211,7181,3144
Census Tract 6090; San Mateo County; California,06081609000,06,081,609000,2112,172571,2786,1287
Census Tract 6091; San Mateo County; California,06081609100,06,081,609100,3194,224219,1570,711
Census Tract 6092.01; San Mateo County; California,06081609201,06,081,609201,2709,185804,3494,2105
Census Tract 6092.02; San Mateo County; California,06081609202,06,081,609202,2615,168295,5030,2398
Census Tract 6093; San Mateo County; California,06081609300,06,081,609300,3501,243214,3423,2067
Census Tract 6094; San Mateo County; California,06081609400,06,081,609400,3501,250001,3414,2065
Census Tract 6095; San Mateo County; California,06081609500,06,081,609500,2684,250001,4971,2804
Census Tract 6096.01; San Mateo County; California,06081609601,06,081,609601,2888,250001,3609,2189
Census Tract 6096.02; San Mateo County; California,06081609602,06,081,609602,3501,250001,1750,927
Census Tract 6096.03; San Mateo County; California,06081609603,06,081,609603,3501,250001,4580,3230
Census Tract 6097; San Mateo County; California,06081609700,06,081,609700,3501,250001,4596,3272
Census Tract 6098; San Mateo County; California,06081609800,06,081,609800,3501,220625,4504,2442
Census Tract 6099; San Mateo County; California,06081609900,06,081,609900,3501,250001,2971,2039
Census Tract 6100; San Mateo County; California,06081610000,06,081,610000,2765,159316,4673,2710
Census Tract 6101; San Mateo County; California,06081610100,06,081,610100,2296,126767,2543,1085
Census Tract 6102.01; San Mateo County; California,06081610201,06,081,610201,2387,73472,5433,677
Census Tract 6102.02; San Mateo County; California,06081610202,06,081,610202,3501,179052,4971,1743
Census Tract 6102.03; San Mateo County; California,06081610203,06,081,610203,2399,80438,2815,340
Census Tract 6103.02; San Mateo County; California,06081610302,06,081,610302,3501,139762,4698,1324
Census Tract 6103.03; San Mateo County; California,06081610303,06,081,610303,3501,222632,7125,2675
Census Tract 6103.04; San Mateo County; California,06081610304,06,081,610304,3501,211477,4495,1890
Census Tract 6104; San Mateo County; California,06081610400,06,081,610400,2663,114464,5768,989
Census Tract 6105; San Mateo County; California,06081610500,06,081,610500,2054,84540,4485,552
Census Tract 6106.01; San Mateo County; California,06081610601,06,081,610601,2311,101017,6133,559
Census Tract 6106.02; San Mateo County; California,06081610602,06,081,610602,3106,165272,2709,1271
Census Tract 6107; San Mateo County; California,06081610700,06,081,610700,2855,131708,6064,2046
Census Tract 6108; San Mateo County; California,06081610800,06,081,610800,2719,96591,4435,940
Census Tract 6109.01; San Mateo County; California,06081610901,06,081,610901,2441,138361,2962,1400
Census Tract 6109.02; San Mateo County; California,06081610902,06,081,610902,2761,116250,2839,782
Census Tract 6110; San Mateo County; California,06081611000,06,081,611000,3003,135256,6723,2519
Census Tract 6111; San Mateo County; California,06081611100,06,081,611100,3501,211354,6415,3557
Census Tract 6112; San Mateo County; California,06081611200,06,081,611200,3501,232500,2750,1800
Census Tract 6113; San Mateo County; California,06081611300,06,081,611300,3147,222875,4849,2579
Census Tract 6114; San Mateo County; California,06081611400,06,081,611400,3501,250001,4198,2644
Census Tract 6115; San Mateo County; California,06081611500,06,081,611500,3501,250001,2823,1826
Census Tract 6116; San Mateo County; California,06081611600,06,081,611600,3501,250001,2304,1147
Census Tract 6117; San Mateo County; California,06081611700,06,081,611700,3252,149669,6229,632
Census Tract 6118; San Mateo County; California,06081611800,06,081,611800,3501,131618,4969,224
Census Tract 6119.01; San Mateo County; California,06081611901,06,081,611901,1834,140119,4152,421
Census Tract 6119.02; San Mateo County; California,06081611902,06,081,611902,2446,108571,7251,1556
Census Tract 6120.01; San Mateo County; California,06081612001,06,081,612001,2854,123170,4059,242
Census Tract 6120.02; San Mateo County; California,06081612002,06,081,612002,2288,87750,3354,174
Census Tract 6121.01; San Mateo County; California,06081612101,06,081,612101,2009,114877,3530,1038
Census Tract 6121.02; San Mateo County; California,06081612102,06,081,612102,1937,60093,2878,717
Census Tract 6125; San Mateo County; California,06081612500,06,081,612500,3324,168235,4397,2263
Census Tract 6126; San Mateo County; California,06081612600,06,081,612600,2684,188977,4446,3011
Census Tract 6127; San Mateo County; California,06081612700,06,081,612700,3501,250001,2042,1563
Census Tract 6128; San Mateo County; California,06081612800,06,081,612800,3501,250001,3104,2356
Census Tract 6129; San Mateo County; California,06081612900,06,081,612900,3313,250001,4407,2940
Census Tract 6130; San Mateo County; California,06081613000,06,081,613000,3501,250001,3108,1989
Census Tract 6132; San Mateo County; California,06081613200,06,081,613200,3501,250001,6629,5036
Census Tract 6133; San Mateo County; California,06081613300,06,081,613300,3501,250001,2750,2156
Census Tract 6134; San Mateo County; California,06081613400,06,081,613400,3501,250001,2947,2463
Census Tract 6135.01; San Mateo County; California,06081613501,06,081,613501,2948,167872,4385,2407
Census Tract 6135.02; San Mateo County; California,06081613502,06,081,613502,2034,225725,5880,5021
Census Tract 6136; San Mateo County; California,06081613600,06,081,613600,2603,159653,5913,4010
Census Tract 6137.01; San Mateo County; California,06081613701,06,081,613701,,164615,3669,2670
Census Tract 6137.02; San Mateo County; California,06081613702,06,081,613702,1532,125563,4419,2160
Census Tract 6138; San Mateo County; California,06081613800,06,081,613800,961,215554,4154,2549
Census Tract 6139; San Mateo County; California,06081613900,06,081,613900,2661,250001,6045,3459
Census Tract 6140; San Mateo County; California,06081614000,06,081,614000,3186,200385,5972,1443
Census Tract 9843; San Mateo County; California,06081984300,06,081,984300,,,0,0
Census Tract 9901; San Mateo County; California,06081990100,06,081,990100,,,0,0
Census Tract 5001; Santa Clara County; California,06085500100,06,085,500100,3021,152188,7558,1260
Census Tract 5002; Santa Clara County; California,06085500200,06,085,500200,2718,122238,5323,1313
Census Tract 5003; Santa Clara County; California,06085500300,06,085,500300,2770,137917,4104,1853
Census Tract 5004; Santa Clara County; California,06085500400,06,085,500400,2346,151809,2651,794
Census Tract 5005; Santa Clara County; California,06085500500,06,085,500500,2334,177625,5661,3267
Census Tract 5006; Santa Clara County; California,06085500600,06,085,500600,2708,136250,5834,1704
Census Tract 5008; Santa Clara County; California,06085500800,06,085,500800,2965,146986,4464,1412
Census Tract 5009.01; Santa Clara County; California,06085500901,06,085,500901,2135,81197,4216,1346
Census Tract 5009.02; Santa Clara County; California,06085500902,06,085,500902,1899,40167,4864,958
Census Tract 5010; Santa Clara County; California,06085501000,06,085,501000,1769,63291,5102,1233
Census Tract 5011.01; Santa Clara County; California,06085501101,06,085,501101,2565,107969,3997,1072
Census Tract 5011.02; Santa Clara County; California,06085501102,06,085,501102,2627,147773,4147,759
Census Tract 5012; Santa Clara County; California,06085501200,06,085,501200,2053,109208,4490,1365
Census Tract 5013; Santa Clara County; California,06085501300,06,085,501300,2137,134185,4076,1565
Census Tract 5014.01; Santa Clara County; California,06085501401,06,085,501401,1910,78258,2797,403
Census Tract 5014.02; Santa Clara County; California,06085501402,06,085,501402,2504,93092,2716,761
Census Tract 5015.01; Santa Clara County; California,06085501501,06,085,501501,1838,74931,4015,329
Census Tract 5015.02; Santa Clara County; California,06085501502,06,085,501502,2674,105611,4134,726
Census Tract 5016.01; Santa Clara County; California,06085501601,06,085,501601,2427,119757,3701,949
Census Tract 5016.02; Santa Clara County; California,06085501602,06,085,501602,1796,54417,2966,811
Census Tract 5017; Santa Clara County; California,06085501700,06,085,501700,2447,106354,4507,631
Census Tract 5018; Santa Clara County; California,06085501800,06,085,501800,2316,138750,4836,1692
Census Tract 5019.01; Santa Clara County; California,06085501901,06,085,501901,2769,145862,3009,837
Census Tract 5019.02; Santa Clara County; California,06085501902,06,085,501902,2866,131750,3693,863
Census Tract 5020.01; Santa Clara County; California,06085502001,06,085,502001,2256,130532,5134,1771
Census Tract 5020.02; Santa Clara County; California,06085502002,06,085,502002,2414,115391,5430,1236
Census Tract 5021.01; Santa Clara County; California,06085502101,06,085,502101,3141,124605,4963,2297
Census Tract 5021.03; Santa Clara County; California,06085502103,06,085,502103,2159,83967,4205,1007
Census Tract 5021.04; Santa Clara County; California,06085502104,06,085,502104,2753,126932,2520,801
Census Tract 5022.02; Santa Clara County; California,06085502202,06,085,502202,2851,106250,2996,1503
Census Tract 5022.03; Santa Clara County; California,06085502203,06,085,502203,2591,111935,3921,1448
Census Tract 5022.04; Santa Clara County; California,06085502204,06,085,502204,2368,64904,3000,944
Census Tract 5023.01; Santa Clara County; California,06085502301,06,085,502301,2581,167000,3023,1627
Census Tract 5023.02; Santa Clara County; California,06085502302,06,085,502302,2235,122429,3417,1486
Census Tract 5024; Santa Clara County; California,06085502400,06,085,502400,2694,222988,7189,4623
Census Tract 5025; Santa Clara County; California,06085502500,06,085,502500,3133,221319,6600,3472
Census Tract 5026.01; Santa Clara County; California,06085502601,06,085,502601,3501,160972,3103,1628
Census Tract 5026.03; Santa Clara County; California,06085502603,06,085,502603,2467,217688,2882,1829
Census Tract 5026.04; Santa Clara County; California,06085502604,06,085,502604,2697,120489,4072,2018
Census Tract 5027.01; Santa Clara County; California,06085502701,06,085,502701,2366,136792,5670,2447
Census Tract 5027.03; Santa Clara County; California,06085502703,06,085,502703,3043,142672,4216,1998
Census Tract 5027.04; Santa Clara County; California,06085502704,06,085,502704,2465,205742,4352,1526
Census Tract 5028; Santa Clara County; California,06085502800,06,085,502800,3261,179722,4417,1960
Census Tract 5029.01; Santa Clara County; California,06085502901,06,085,502901,2823,142330,6199,3313
Census Tract 5029.02; Santa Clara County; California,06085502902,06,085,502902,3501,183851,9118,5448
Census Tract 5029.03; Santa Clara County; California,06085502903,06,085,502903,3410,233750,5341,2840
Census Tract 5029.06; Santa Clara County; California,06085502906,06,085,502906,3174,123576,4698,2404
Census Tract 5029.07; Santa Clara County; California,06085502907,06,085,502907,3501,205313,3811,1958
Census Tract 5029.08; Santa Clara County; California,06085502908,06,085,502908,2091,174286,6411,2996
Census Tract 5029.09; Santa Clara County; California,06085502909,06,085,502909,2353,109295,4855,1806
Census Tract 5029.10; Santa Clara County; California,06085502910,06,085,502910,2268,117391,3638,1539
Census Tract 5030.01; Santa Clara County; California,06085503001,06,085,503001,3501,164271,4309,2769
Census Tract 5030.02; Santa Clara County; California,06085503002,06,085,503002,2260,133108,3669,1748
Census Tract 5030.03; Santa Clara County; California,06085503003,06,085,503003,3114,193542,5071,2566
Census Tract 5031.05; Santa Clara County; California,06085503105,06,085,503105,898,60588,2028,129
Census Tract 5031.10; Santa Clara County; California,06085503110,06,085,503110,1911,79196,3915,66
Census Tract 5031.11; Santa Clara County; California,06085503111,06,085,503111,2819,125521,5211,246
Census Tract 5031.12; Santa Clara County; California,06085503112,06,085,503112,1659,73419,4069,470
Census Tract 5031.13; Santa Clara County; California,06085503113,06,085,503113,2203,95495,4340,746
Census Tract 5031.16; Santa Clara County; California,06085503116,06,085,503116,3050,106875,6597,1900
Census Tract 5031.17; Santa Clara County; California,06085503117,06,085,503117,2299,95884,2770,84
Census Tract 5031.18; Santa Clara County; California,06085503118,06,085,503118,2672,103468,4745,366
Census Tract 5031.21; Santa Clara County; California,06085503121,06,085,503121,1722,77241,4837,524
Census Tract 5031.22; Santa Clara County; California,06085503122,06,085,503122,1125,48750,3349,181
Census Tract 5031.23; Santa Clara County; California,06085503123,06,085,503123,1989,60119,3935,732
Census Tract 5031.24; Santa Clara County; California,06085503124,06,085,503124,1831,106455,5592,727
Census Tract 5031.25; Santa Clara County; California,06085503125,06,085,503125,3351,181328,3824,1541
Census Tract 5031.26; Santa Clara County; California,06085503126,06,085,503126,3145,172500,4100,510
Census Tract 5031.27; Santa Clara County; California,06085503127,06,085,503127,3501,187868,5058,1052
Census Tract 5032.07; Santa Clara County; California,06085503207,06,085,503207,3341,129079,3467,275
Census Tract 5032.08; Santa Clara County; California,06085503208,06,085,503208,3501,147750,2981,138
Census Tract 5032.10; Santa Clara County; California,06085503210,06,085,503210,2217,119719,4131,132
Census Tract 5032.11; Santa Clara County; California,06085503211,06,085,503211,3235,102292,4341,488
Census Tract 5032.12; Santa Clara County; California,06085503212,06,085,503212,3501,113807,4074,210
Census Tract 5032.13; Santa Clara County; California,06085503213,06,085,503213,1646,72686,5162,351
Census Tract 5032.17; Santa Clara County; California,06085503217,06,085,503217,2694,90781,4000,36
Census Tract 5032.18; Santa Clara County; California,06085503218,06,085,503218,1711,73297,4587,120
Census Tract 5032.19; Santa Clara County; California,06085503219,06,085,503219,2049,60272,2783,12
Census Tract 5032.20; Santa Clara County; California,06085503220,06,085,503220,1688,80938,4678,323
Census Tract 5032.21; Santa Clara County; California,06085503221,06,085,503221,1343,66750,2611,41
Census Tract 5032.22; Santa Clara County; California,06085503222,06,085,503222,1703,101171,5706,53
Census Tract 5033.04; Santa Clara County; California,06085503304,06,085,503304,2124,98438,6735,379
Census Tract 5033.05; Santa Clara County; California,06085503305,06,085,503305,3005,102500,5759,137
Census Tract 5033.06; Santa Clara County; California,06085503306,06,085,503306,3243,113906,4005,166
Census Tract 5033.12; Santa Clara County; California,06085503312,06,085,503312,3490,160972,3508,724
Census Tract 5033.13; Santa Clara County; California,06085503313,06,085,503313,,214531,4643,624
Census Tract 5033.15; Santa Clara County; California,06085503315,06,085,503315,3113,157179,8188,567
Census Tract 5033.21; Santa Clara County; California,06085503321,06,085,503321,3501,162321,4440,195
Census Tract 5033.22; Santa Clara County; California,06085503322,06,085,503322,2439,111326,4612,503
Census Tract 5033.23; Santa Clara County; California,06085503323,06,085,503323,,164063,3711,326
Census Tract 5033.24; Santa Clara County; California,06085503324,06,085,503324,2425,165904,3228,240
Census Tract 5033.25; Santa Clara County; California,06085503325,06,085,503325,2519,145861,4365,332
Census Tract 5033.26; Santa Clara County; California,06085503326,06,085,503326,3501,207188,7028,822
Census Tract 5033.27; Santa Clara County; California,06085503327,06,085,503327,3501,167232,4410,420
Census Tract 5033.29; Santa Clara County; California,06085503329,06,085,503329,3501,234167,3370,501
Census Tract 5033.30; Santa Clara County; California,06085503330,06,085,503330,3501,250001,6885,438
Census Tract 5033.31; Santa Clara County; California,06085503331,06,085,503331,3304,133068,3553,1108
Census Tract 5033.32; Santa Clara County; California,06085503332,06,085,503332,3501,139696,5641,3004
Census Tract 5033.33; Santa Clara County; California,06085503333,06,085,503333,3501,183409,4507,845
Census Tract 5033.36; Santa Clara County; California,06085503336,06,085,503336,2942,163000,2930,122
Census Tract 5033.37; Santa Clara County; California,06085503337,06,085,503337,2510,155972,4204,203
Census Tract 5033.38; Santa Clara County; California,06085503338,06,085,503338,3501,250001,4100,778
Census Tract 5033.39; Santa Clara County; California,06085503339,06,085,503339,3501,250001,3938,722
Census Tract 5034.01; Santa Clara County; California,06085503401,06,085,503401,3129,93571,4203,79
Census Tract 5034.02; Santa Clara County; California,06085503402,06,085,503402,2128,77153,4594,200
Census Tract 5035.04; Santa Clara County; California,06085503504,06,085,503504,3501,143674,5550,19
Census Tract 5035.06; Santa Clara County; California,06085503506,06,085,503506,2838,107091,6736,216
Census Tract 5035.07; Santa Clara County; California,06085503507,06,085,503507,2722,153542,2385,57
Census Tract 5035.08; Santa Clara County; California,06085503508,06,085,503508,2922,125561,5920,289
Census Tract 5035.09; Santa Clara County; California,06085503509,06,085,503509,3501,156339,4207,193
Census Tract 5035.10; Santa Clara County; California,06085503510,06,085,503510,2246,117560,4409,482
Census Tract 5035.11; Santa Clara County; California,06085503511,06,085,503511,3026,125066,3391,148
Census Tract 5036.01; Santa Clara County; California,06085503601,06,085,503601,1946,100357,3609,656
Census Tract 5036.02; Santa Clara County; California,06085503602,06,085,503602,2219,89888,5018,256
Census Tract 5037.03; Santa Clara County; California,06085503703,06,085,503703,1953,83500,3727,7
Census Tract 5037.07; Santa Clara County; California,06085503707,06,085,503707,2698,105284,5088,162
Census Tract 5037.08; Santa Clara County; California,06085503708,06,085,503708,1679,101410,2442,104
Census Tract 5037.09; Santa Clara County; California,06085503709,06,085,503709,1383,66420,5849,323
Census Tract 5037.10; Santa Clara County; California,06085503710,06,085,503710,1167,58956,3358,77
Census Tract 5037.11; Santa Clara County; California,06085503711,06,085,503711,2406,108565,4423,98
Census Tract 5037.12; Santa Clara County; California,06085503712,06,085,503712,1817,65893,4015,219
Census Tract 5037.13; Santa Clara County; California,06085503713,06,085,503713,1759,66002,3197,53
Census Tract 5038.02; Santa Clara County; California,06085503802,06,085,503802,2768,106364,7718,648
Census Tract 5038.03; Santa Clara County; California,06085503803,06,085,503803,3475,175272,5261,417
Census Tract 5038.04; Santa Clara County; California,06085503804,06,085,503804,2734,111414,5618,680
Census Tract 5039.02; Santa Clara County; California,06085503902,06,085,503902,2316,104009,6441,635
Census Tract 5039.03; Santa Clara County; California,06085503903,06,085,503903,2228,124167,2961,424
Census Tract 5040.01; Santa Clara County; California,06085504001,06,085,504001,2077,81250,5106,305
Census Tract 5040.02; Santa Clara County; California,06085504002,06,085,504002,2441,89720,6358,247
Census Tract 5041.01; Santa Clara County; California,06085504101,06,085,504101,2419,133571,4166,480
Census Tract 5041.02; Santa Clara County; California,06085504102,06,085,504102,2919,123198,5399,306
Census Tract 5042.01; Santa Clara County; California,06085504201,06,085,504201,3325,190890,6476,2084
Census Tract 5042.02; Santa Clara County; California,06085504202,06,085,504202,3179,198042,4286,1320
Census Tract 5043.07; Santa Clara County; California,06085504307,06,085,504307,2431,152083,5775,483
Census Tract 5043.08; Santa Clara County; California,06085504308,06,085,504308,3017,191339,4726,1072
Census Tract 5043.11; Santa Clara County; California,06085504311,06,085,504311,3086,173188,7944,686
Census Tract 5043.14; Santa Clara County; California,06085504314,06,085,504314,3110,183125,4483,334
Census Tract 5043.15; Santa Clara County; California,06085504315,06,085,504315,3463,174410,6396,849
Census Tract 5043.16; Santa Clara County; California,06085504316,06,085,504316,3501,188098,5526,374
Census Tract 5043.17; Santa Clara County; California,06085504317,06,085,504317,3501,175515,3536,327
Census Tract 5043.18; Santa Clara County; California,06085504318,06,085,504318,2228,111042,7161,620
Census Tract 5043.19; Santa Clara County; California,06085504319,06,085,504319,2883,214286,6319,569
Census Tract 5043.20; Santa Clara County; California,06085504320,06,085,504320,3478,179313,2946,345
Census Tract 5043.21; Santa Clara County; California,06085504321,06,085,504321,2870,182773,5459,551
Census Tract 5043.22; Santa Clara County; California,06085504322,06,085,504322,3235,174485,5649,408
Census Tract 5043.23; Santa Clara County; California,06085504323,06,085,504323,3002,151445,5690,831
Census Tract 5044.10; Santa Clara County; California,06085504410,06,085,504410,2690,146576,4055,561
Census Tract 5044.11; Santa Clara County; California,06085504411,06,085,504411,3501,161106,5446,767
Census Tract 5044.12; Santa Clara County; California,06085504412,06,085,504412,2535,154671,5052,263
Census Tract 5044.13; Santa Clara County; California,06085504413,06,085,504413,1474,156042,2039,198
Census Tract 5044.14; Santa Clara County; California,06085504414,06,085,504414,3501,166034,5314,530
Census Tract 5044.15; Santa Clara County; California,06085504415,06,085,504415,3501,181429,4690,523
Census Tract 5044.16; Santa Clara County; California,06085504416,06,085,504416,3413,203214,3883,699
Census Tract 5044.18; Santa Clara County; California,06085504418,06,085,504418,2606,133017,3877,272
Census Tract 5044.21; Santa Clara County; California,06085504421,06,085,504421,3501,174821,5459,553
Census Tract 5044.22; Santa Clara County; California,06085504422,06,085,504422,1650,116050,3117,309
Census Tract 5044.23; Santa Clara County; California,06085504423,06,085,504423,3501,183920,2150,424
Census Tract 5044.24; Santa Clara County; California,06085504424,06,085,504424,2960,156629,5185,626
Census Tract 5045.05; Santa Clara County; California,06085504505,06,085,504505,3430,235236,10763,904
Census Tract 5045.06; Santa Clara County; California,06085504506,06,085,504506,3107,161900,6858,489
Census Tract 5045.07; Santa Clara County; California,06085504507,06,085,504507,2851,158250,6336,680
Census Tract 5045.08; Santa Clara County; California,06085504508,06,085,504508,2942,185711,4059,612
Census Tract 5045.09; Santa Clara County; California,06085504509,06,085,504509,3060,178811,4905,216
Census Tract 5045.10; Santa Clara County; California,06085504510,06,085,504510,3159,159375,4042,252
Census Tract 5046.01; Santa Clara County; California,06085504601,06,085,504601,2444,93707,1185,373
Census Tract 5046.02; Santa Clara County; California,06085504602,06,085,504602,2366,89861,1639,230
